"","Code","Name","IPO_Date","Forty4","Days","FirstHslRe","PE","APS","Rate"
"518","300435.SZ","中泰股份","2015-03-26",TRUE,12,10.4166666666667,18.09,6.61,0.1775
"519","603020.SH","爱普股份","2015-03-25",TRUE,4,17.1673819742489,22.94,10.03,1.1603
"520","603338.SH","浙江鼎力","2015-03-25",TRUE,4,7.85024154589343,21.34,12.37,0.3603
"521","603729.SH","龙韵股份","2015-03-24",TRUE,12,14.6228070175438,22.55,13.82,0.538
"522","002750.SZ","龙津药业","2015-03-24",TRUE,9,9.15300546448118,22.99,8.5,0.6441
"523","300429.SZ","强力新材","2015-03-24",TRUE,12,21.505376344086,18.67,6.5,0.7446
"524","300431.SZ","暴风集团","2015-03-24",TRUE,29,39.4736842105268,22.97,3.78,0.3432
"525","600958.SH","东方证券","2015-03-23",TRUE,5,41.735356106926,22.98,5.33,1.6235
"526","603012.SH","创力集团","2015-03-20",TRUE,4,8.54077253218872,22.96,6.75,1.2202
"527","603030.SH","全筑股份","2015-03-20",TRUE,11,12.6984126984127,22.91,4.88,0.8299
"528","603158.SH","腾龙股份","2015-03-20",TRUE,5,8.05740181268887,17.51,6.41,0.9024
"529","002747.SZ","埃斯顿","2015-03-20",TRUE,21,10.6761565836299,22.67,3.6,0.3913
"530","002749.SZ","国光股份","2015-03-20",TRUE,6,6.60792951541865,16.47,10.1,0.6873
"531","601689.SH","拓普集团","2015-03-19",TRUE,5,11.1616406141929,19.81,4.42,1.1352
"532","603268.SH","松发股份","2015-03-19",TRUE,6,6.87499999999979,22.86,5.77,0.5891
"533","603519.SH","立霸股份","2015-03-19",TRUE,6,10.3092783505155,20.13,7.39,0.5735
"534","002748.SZ","世龙实业","2015-03-19",TRUE,6,5.56586270871975,22.96,7.73,0.6055
"535","300374.SZ","恒通科技","2015-03-19",TRUE,6,8.60070671378127,22.94,6.9,0.6674
"536","300428.SZ","四通新材","2015-03-19",TRUE,7,10.2893235533823,22.98,6.98,0.6603
"537","300430.SZ","诚益通","2015-03-19",TRUE,9,18.3132530120481,22.89,9.18,0.5315
"538","300432.SZ","富临精工","2015-03-19",TRUE,9,14.2646569350008,12.86,6.46,0.5704
"539","300433.SZ","蓝思科技","2015-03-18",TRUE,13,11.9857651245551,22.98,13.24,0.6557
"540","603015.SH","弘讯科技","2015-03-03",TRUE,5,11.9285714285715,22.97,5.02,0.7136
"541","603309.SH","维力医疗","2015-03-02",TRUE,8,32.4675324675325,22.87,7.17,0.6096
"542","603997.SH","继峰股份","2015-03-02",TRUE,6,13.3928571428571,17.33,2.78,0.4551
"543","603969.SH","银龙股份","2015-02-27",TRUE,5,12.2850122850123,22.61,6.99,1.1068
"544","601198.SH","东兴证券","2015-02-26",TRUE,7,33.4896182183523,22.97,4.76,1.4416
"545","603828.SH","柯利达","2015-02-26",TRUE,4,9.67741935483902,22.93,7.62,0.9563
"546","603118.SH","共进股份","2015-02-25",TRUE,7,12.4172185430464,19.27,7.3,0.9299
"547","603222.SH","济民制药","2015-02-17",TRUE,9,8.54700854700855,22.96,4.24,0.5392
"548","603618.SH","杭电股份","2015-02-17",TRUE,6,6.50609756097552,22.84,6.64,1.1181
"549","603898.SH","好莱客","2015-02-17",TRUE,8,12.8272251308901,19,7.73,0.9067
"550","603939.SH","益丰药房","2015-02-17",TRUE,6,9.33227567542345,22.93,8.22,0.9233
"551","002742.SZ","三圣股份","2015-02-17",TRUE,5,5.5045871559632,19.59,11.32,1.0508
"552","002743.SZ","富煌钢构","2015-02-17",TRUE,9,6.427966101695,22.91,5.93,0.7721
"553","002745.SZ","木林森","2015-02-17",TRUE,5,6.74242424242438,22.5,5.05,1.1371
"554","300394.SZ","天孚通信","2015-02-17",TRUE,8,13.6071428571428,18.78,8.22,0.6138
"555","300420.SZ","五洋科技","2015-02-17",TRUE,9,8.36820083682008,22.59,4.64,0.6833
"556","300421.SZ","力星股份","2015-02-17",TRUE,8,16.3742690058478,22.83,4.79,0.889
"557","300422.SZ","博世科","2015-02-17",TRUE,16,15.6565656565658,22.97,5.31,0.579
"558","300423.SZ","鲁亿通","2015-02-17",TRUE,8,13.4969325153374,22.89,4.6,0.9039
"559","300426.SZ","唐德影视","2015-02-17",TRUE,11,21.7391304347826,22.96,9.56,0.5147
"560","300427.SZ","红相电力","2015-02-17",TRUE,8,13.355421686747,18.34,5.74,0.9551
"561","002741.SZ","光华科技","2015-02-16",TRUE,7,5.671077504726,22.8,5.79,0.3979
"562","002746.SZ","仙坛股份","2015-02-16",TRUE,10,6.88255613126072,22.96,6.12,0.3912
"563","300425.SZ","环能科技","2015-02-16",TRUE,11,6.20689655172418,22.97,8.79,0.3782
"564","603799.SH","华友钴业","2015-01-29",TRUE,14,14.0215716486904,22.94,4.69,0.5343
"565","603611.SH","诺力股份","2015-01-28",TRUE,7,7.40740740740741,21.36,9.52,0.755
"566","603698.SH","航天工程","2015-01-28",TRUE,7,13.2102728731943,22.97,4.99,0.6081
"567","603558.SH","健盛集团","2015-01-27",TRUE,6,5.6657223796034,22.92,8.4,0.6835
"568","603899.SH","晨光文具","2015-01-27",TRUE,8,9.1743119266055,22.99,4.15,0.6903
"569","002734.SZ","利民股份","2015-01-27",TRUE,8,5.85480093676815,22.98,7.14,0.7144
"570","603678.SH","火炬电子","2015-01-26",TRUE,9,8.94623655913948,15.04,5.66,0.6278
"571","603686.SH","龙马环卫","2015-01-26",TRUE,9,10.5970576085921,21.23,6.48,0.5194
"572","000166.SZ","申万宏源","2015-01-26",FALSE,0,0,0,0,0
"573","603600.SH","永艺股份","2015-01-23",TRUE,10,5.63063063063063,22.71,4.72,0.4525
"574","300415.SZ","伊之密","2015-01-23",TRUE,9,13.8248847926268,22.69,5.98,1.0835
"575","300417.SZ","南华仪器","2015-01-23",TRUE,10,10.9677419354839,22.65,7.7,0.7064
"576","601069.SH","西部黄金","2015-01-22",TRUE,13,9.80544747081683,22.31,2.5,0.7598
"577","603601.SH","再升科技","2015-01-22",TRUE,12,7.94392523364464,22.34,4.19,0.4407
"578","002739.SZ","万达院线","2015-01-22",TRUE,12,12.9032258064516,22.96,6.88,0.8622
"579","002740.SZ","爱迪尔","2015-01-22",TRUE,7,4.77099236641221,18.52,8.5,0.9416
"580","300416.SZ","苏试试验","2015-01-22",TRUE,11,12.8688524590164,22.96,5.87,0.4544
"581","300419.SZ","浩丰科技","2015-01-22",TRUE,12,6.70529262417798,22.94,11.93,0.5602
"582","601021.SH","春秋航空","2015-01-21",TRUE,10,5.87889476778366,22.96,11.74,0.6524
"583","300364.SZ","中文在线","2015-01-21",TRUE,18,11.8110236220472,22.87,3.59,0.5285
"584","300413.SZ","快乐购","2015-01-21",TRUE,12,7.43099787685767,22.89,3.62,0.7856
"585","300418.SZ","昆仑万维","2015-01-21",TRUE,12,9.84528832630085,22.99,8.31,0.7703
"586","603788.SH","宁波高发","2015-01-20",TRUE,9,3.37614389085774,19.4,4.34,0.3117
"587","603017.SH","中衡设计","2014-12-31",TRUE,3,4.73186119873824,22.88,12.75,0.5467
"588","603889.SH","新澳股份","2014-12-31",TRUE,3,5.13570741097197,21.63,8.58,0.4283
"589","300410.SZ","正业科技","2014-12-31",TRUE,8,7.38916256157654,22.96,6.12,0.4118
"590","300411.SZ","金盾股份","2014-12-31",TRUE,6,11.0803324099723,22.92,5.89,0.4759
"591","300412.SZ","迦南科技","2014-12-31",TRUE,8,12.2374429223744,22.78,6.18,0.4546
"592","603636.SH","南威软件","2014-12-30",TRUE,8,6.56167979002625,22.96,7.45,0.396
"593","002737.SZ","葵花药业","2014-12-30",TRUE,4,2.76724791508718,22.97,14.24,0.638
"594","002738.SZ","中矿资源","2014-12-30",TRUE,14,10.2389078498293,22.98,4.98,0.3962
"595","603588.SH","高能环境","2014-12-29",TRUE,5,5.37949400798937,22.79,10.07,0.4085
"596","002736.SZ","国信证券","2014-12-29",TRUE,12,20.7074707377554,22.97,3.44,1.7972
"597","601226.SH","华电重工","2014-12-11",TRUE,6,11.9617224880383,22.22,4.35,0.6765
"598","601969.SH","海南矿业","2014-12-09",TRUE,4,5.00191587820917,19.88,2.39,1.797
"599","603998.SH","方盛制药","2014-12-05",TRUE,7,8.41358024691353,22.85,6.67,0.5128
"600","002732.SZ","燕塘乳业","2014-12-05",TRUE,9,7.93346774193541,22.87,4.57,0.5398
"601","603368.SH","柳州医药","2014-12-04",TRUE,6,12.2950819672132,19.71,9.55,0.4009
"602","603518.SH","维格娜丝","2014-12-03",TRUE,5,7.70729166666655,22.3,7.91,0.6401
"603","002733.SZ","雄韬股份","2014-12-03",TRUE,8,7.21868365180446,22.31,7.85,0.4968
"604","002735.SZ","王子新材","2014-12-03",TRUE,11,5.55555555555556,22.51,5.22,0.327
"605","300407.SZ","凯发电气","2014-12-03",TRUE,7,8.54271356783932,22.8,10.19,0.4889
"606","300408.SZ","三环集团","2014-12-03",TRUE,5,7.89022298456277,22.61,7.15,1.2311
"607","300409.SZ","道氏技术","2014-12-03",TRUE,10,11.6906474820143,20.35,8.13,0.4474
"608","603166.SH","福达股份","2014-11-27",TRUE,12,5.1479289940828,20,2.1,0.2985
"609","603088.SH","宁波精达","2014-11-11",TRUE,16,9.1324200913242,22.91,5.42,0.448
"610","603011.SH","合锻智能","2014-11-07",TRUE,19,11.1386138613861,22.42,3.09,0.5472
"611","603019.SH","中科曙光","2014-11-06",TRUE,20,11.6459627329192,22.98,3.63,0.5242
"612","601015.SH","陕西黑猫","2014-11-05",TRUE,9,8.91530460624045,22.69,4.34,1.2774
"613","603988.SH","中电电机","2014-11-04",TRUE,10,4.93705257960997,21.97,7.32,0.4876
"614","002724.SZ","海洋王","2014-11-04",TRUE,10,7.92393026941363,22.77,3.5,0.5957
"615","002731.SZ","萃华珠宝","2014-11-04",TRUE,11,7.0561797752809,17.28,6.49,0.6838
"616","603688.SH","石英股份","2014-10-31",TRUE,12,4.93786846471563,19.61,5.12,0.6864
"617","300403.SZ","地尔汉宇","2014-10-30",TRUE,11,7.18816067653295,21.99,7.99,0.6277
"618","300405.SZ","科隆精化","2014-10-30",TRUE,12,5.55555555555556,22.84,9.08,0.4761
"619","300406.SZ","九强生物","2014-10-30",TRUE,18,13.2764523667191,10.07,7.04,0.3003
"620","603606.SH","东方电缆","2014-10-15",TRUE,7,6.42417889344255,20.41,5.27,0.4901
"621","603018.SH","中设集团","2014-10-13",TRUE,4,5.36082474226809,22.88,14.74,0.753
"622","603010.SH","万盛股份","2014-10-10",TRUE,6,4.48028673835125,22.76,4.93,0.4921
"623","603456.SH","九洲药业","2014-10-10",TRUE,5,5.12426035502962,22.36,7.34,0.7484
"624","300400.SZ","劲拓股份","2014-10-10",TRUE,11,4.87792980659008,21.11,4.09,0.6971
"625","300402.SZ","宝色股份","2014-10-10",TRUE,11,5.28491932726096,20.66,3.35,0.5778
"626","603169.SH","兰石重装","2014-10-09",TRUE,23,5.11247443762781,21.73,1.59,0.614
"627","002730.SZ","电光科技","2014-10-09",TRUE,7,3.9728713665074,19.59,5.2,0.455
"628","300398.SZ","飞凯材料","2014-10-09",TRUE,7,6.00600600600601,22.84,7.4,0.5175
"629","300399.SZ","京天利","2014-10-09",TRUE,12,7.87339579560664,20.35,5.57,0.389
"630","300401.SZ","花园生物","2014-10-09",TRUE,12,4.902807775378,21.1,7.56,0.4021
"631","600917.SH","重庆燃气","2014-09-30",TRUE,8,3.46397246585986,19.12,1.99,0.8767
"632","601016.SH","节能风电","2014-09-29",TRUE,11,4.4740285886854,22.06,1.75,0.7042
"633","603306.SH","华懋科技","2014-09-26",TRUE,6,3.17892824704812,19.24,5.91,0.2977
"634","002729.SZ","好利来","2014-09-12",TRUE,8,3.46417445482868,19.29,5.29,0.3746
"635","300393.SZ","中来股份","2014-09-12",TRUE,6,7.40752420295813,20.95,5.77,0.5842
"636","300392.SZ","腾信股份","2014-09-10",TRUE,11,5.03841793676785,22.7,10.56,0.6665
"637","300395.SZ","菲利华","2014-09-10",TRUE,7,6.23076923076938,18.94,9.44,0.6624
"638","300396.SZ","迪瑞医疗","2014-09-10",TRUE,7,4.96440129449832,20.8,14.07,0.7653
"639","300397.SZ","天和防务","2014-09-10",TRUE,13,8.54700854700855,20.73,10.01,0.5929
"640","603188.SH","亚邦股份","2014-09-09",TRUE,5,3.84410037373196,22.75,8.62,1.2142
"641","603806.SH","福斯特","2014-09-05",TRUE,4,2.42523211492365,22.28,8.92,1.5161
"642","601579.SH","会稽山","2014-08-25",TRUE,9,3.86413694501333,14.42,3.31,0.4914
"643","603099.SH","长白山","2014-08-22",TRUE,11,2.76640152033827,20.25,2.67,0.3683
"644","603609.SH","禾丰牧业","2014-08-08",TRUE,5,2.87873335732278,21.78,3.87,0.5112
"645","603100.SH","川仪股份","2014-08-05",TRUE,6,4.09336138650337,21,4.09,0.8948
"646","603111.SH","康尼机电","2014-08-01",TRUE,7,3.85394456289975,18.62,3.04,0.6514
"647","300384.SZ","三联虹普","2014-08-01",TRUE,7,3.04218928164197,20.97,11.62,0.6193
"648","300388.SZ","国祯环保","2014-08-01",TRUE,8,4.14264520854075,18.55,8.04,0.4768
"649","300389.SZ","艾比森","2014-08-01",TRUE,10,4.8190143916268,13.16,7.74,0.7246
"650","300391.SZ","康跃科技","2014-08-01",TRUE,3,3.18081208975734,20.5,5.04,0.8369
"651","603126.SH","中材节能","2014-07-31",TRUE,10,2.69879127885598,21.63,3.14,0.85
"652","002728.SZ","特一药业","2014-07-31",TRUE,8,2.80265916301387,17.5,6.72,0.3773
"653","300390.SZ","天华超净","2014-07-31",TRUE,10,5.3170432052421,18.29,3.82,0.2995
"654","603009.SH","北特科技","2014-07-18",TRUE,11,3.31716417910446,19.47,3.75,0.2809
"655","603369.SH","今世缘","2014-07-03",TRUE,3,1.30923134471707,12.54,6.19,1.0594
"656","603168.SH","莎普爱思","2014-07-02",TRUE,10,3.79908627906972,14.05,10.1,0.7623
"657","002727.SZ","一心堂","2014-07-02",TRUE,9,3.37333664967049,13.45,6.9,0.6221
"658","300387.SZ","富邦股份","2014-07-02",TRUE,9,2.09077740222116,23.01,8.53,0.71
"659","603328.SH","依顿电子","2014-07-01",TRUE,5,1.19826012629662,23.2,7.43,1.7008
"660","603006.SH","联明股份","2014-06-30",TRUE,8,1.66548694674605,13.43,6.29,0.4365
"661","002726.SZ","龙大肉食","2014-06-26",TRUE,7,0.369210083851748,19.58,6.4,0.8325
"662","300385.SZ","雪浪环境","2014-06-26",TRUE,11,0.792810791740497,22.17,7.55,0.4577
"663","300386.SZ","飞天诚信","2014-06-26",TRUE,5,0.94472798349444,16.57,11.84,0.5442
"664","002713.SZ","东易日盛","2014-02-19",TRUE,5,0.45813287711047,38.32,6.31,0.6491
"665","002715.SZ","登云股份","2014-02-19",TRUE,5,0.50923035367154,26.52,5.02,0.4562
"666","002717.SZ","岭南园林","2014-02-19",TRUE,5,0.613721823352372,23.34,6.83,0.5774
"667","603288.SH","海天味业","2014-02-11",FALSE,0,0,0,0,0
"668","603005.SH","晶方科技","2014-02-10",TRUE,6,0.151369458614889,33.76,5.9,1.3187
"669","002723.SZ","金莱特","2014-01-29",TRUE,1,0.1562867081334,22.3,6.4,2.0977
"670","002725.SZ","跃岭股份","2014-01-29",TRUE,1,0.0618948080406802,16.52,7.74,1.7673
"671","300363.SZ","博腾股份","2014-01-29",TRUE,4,0.30274279416601,34.26,6.01,1.5543
"672","300367.SZ","东方网力","2014-01-29",TRUE,2,0.344910502733012,37.75,9.67,2.2305
"673","300369.SZ","绿盟科技","2014-01-29",TRUE,4,0.584026663647601,37.96,8.53,2.0278
"674","300382.SZ","斯莱克","2014-01-29",TRUE,1,0.383051722103426,22.29,9.4,1.6466
"675","300383.SZ","光环新网","2014-01-29",TRUE,4,0.273663521224218,37.79,10.69,1.5408
"676","601225.SH","陕西煤业","2014-01-28",FALSE,0,0,0,0,0
"677","002714.SZ","牧原股份","2014-01-28",TRUE,1,0.421541979658685,18.8,7.01,2.5813
"678","002716.SZ","金贵银业","2014-01-28",TRUE,1,0.154591252496913,23.26,7.3,2.5636
"679","002718.SZ","友邦吊顶","2014-01-28",TRUE,2,0.108452237551795,24.58,7.47,2.0954
"680","002719.SZ","麦趣尔","2014-01-28",TRUE,1,0.0995628798280389,39.64,6.29,2.2275
"681","002722.SZ","金轮股份","2014-01-28",TRUE,2,0.176230677564994,19.41,3.82,2.0328
"682","300379.SZ","东方通","2014-01-28",TRUE,3,0.336430227264408,30.27,5.21,1.0426
"683","300380.SZ","安硕信息","2014-01-28",TRUE,2,0.587806605468176,40.06,5.25,1.8756
"684","300381.SZ","溢多利","2014-01-28",TRUE,2,0.209451858084932,23.83,9.52,1.7344
"685","002711.SZ","欧浦智网","2014-01-27",TRUE,2,0.174169010423919,25.23,7.33,2.0434
"686","002721.SZ","金一文化","2014-01-27",TRUE,2,0.216118219573527,25.73,4.96,1.1977
"687","300366.SZ","创意信息","2014-01-27",TRUE,3,0.417510454198777,27.08,5.27,1.0797
"688","300372.SZ","欣泰电气","2014-01-27",TRUE,2,0.0534111799101233,25.48,6.83,1.4487
"689","300375.SZ","鹏翎股份","2014-01-27",TRUE,1,0.0489423923790955,24.17,8.05,1.8911
"690","300376.SZ","易事特","2014-01-27",TRUE,4,0.337918398517327,14.51,9.5,1.6172
"691","300377.SZ","赢时胜","2014-01-27",TRUE,2,0.403208198081486,33.1,6.43,2.4214
"692","300378.SZ","鼎捷软件","2014-01-27",TRUE,2,0.156131762717191,27.37,9.27,2.591
"693","603555.SH","贵人鸟","2014-01-24",TRUE,1,0.0122132621096141,12.89,3.39,2.287
"694","002707.SZ","众信旅游","2014-01-23",TRUE,4,0.17120109756642,22.05,6.58,1.0828
"695","002709.SZ","天赐材料","2014-01-23",TRUE,3,0.050798063649696,28.08,6.36,1.2837
"696","002712.SZ","思美传媒","2014-01-23",TRUE,4,0.118363204537005,24.06,8.66,1.1473
"697","300365.SZ","恒华科技","2014-01-23",TRUE,1,0.12713113028836,42.16,8.76,2.0491
"698","300368.SZ","汇金股份","2014-01-23",TRUE,4,0.101370250664556,21.33,7.57,1.2869
"699","300370.SZ","安控科技","2014-01-23",TRUE,2,0.115472648006745,39.54,7.13,2.1044
"700","300371.SZ","汇中股份","2014-01-23",TRUE,1,0.294871448334839,39.11,7.71,2.4896
"701","300373.SZ","扬杰科技","2014-01-23",TRUE,4,0.0870509954027757,26.53,6.88,1.3831
"702","603308.SH","应流股份","2014-01-22",FALSE,0,0,0,0,0
"703","002705.SZ","新宝股份","2014-01-21",TRUE,1,0.145279875946278,30.08,4.39,1.0491
"704","002706.SZ","良信电器","2014-01-21",TRUE,1,0.0958722842306158,24.64,8.27,1.4258
"705","002708.SZ","光洋股份","2014-01-21",TRUE,1,0.140094141575257,28.29,6.22,1.8326
"706","300357.SZ","我武生物","2014-01-21",TRUE,4,0.0771854722574018,39.31,4.02,0.5684
"707","300358.SZ","楚天科技","2014-01-21",TRUE,1,0.124212606517656,31.5,8.7,1.4026
"708","300359.SZ","全通教育","2014-01-21",TRUE,2,0.0997325576628587,51.37,4.91,1.6787
"709","300360.SZ","炬华科技","2014-01-21",FALSE,0,0,0,0,0
"710","300362.SZ","天翔环境","2014-01-21",TRUE,3,0.0460364085295964,41.38,5.68,1.2328
"711","603699.SH","纽威股份","2014-01-17",FALSE,0,0,0,0,0
